index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9969418960244648,0.8924731182795699,0.9447075071520173
PPV,0.9702380952380952,0.9880952380952381,0.9791666666666667
ACC,0.9738095238095238,0.9738095238095238,0.9738095238095238
F1,0.9834087481146304,0.9378531073446328,0.9606309277296317
MCC,0.9232313119552976,0.9232313119552976,0.9232313119552976
AUC,0.9447075071520173,0.9447075071520173,0.9447075071520173
GM,0.9432623403319464,0.9432623403319464,0.9432623403319464
