index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9663608562691132,0.8817204301075269,0.92404064318832
PPV,0.9663608562691132,0.8817204301075269,0.92404064318832
ACC,0.9476190476190476,0.9476190476190476,0.9476190476190476
F1,0.9663608562691132,0.8817204301075269,0.92404064318832
MCC,0.84808128637664,0.84808128637664,0.84808128637664
AUC,0.92404064318832,0.92404064318832,0.92404064318832
GM,0.9230710210101282,0.9230710210101282,0.9230710210101282
