index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9969418960244648,0.5053763440860215,0.7511591200552432
PPV,0.8763440860215054,0.9791666666666666,0.927755376344086
ACC,0.888095238095238,0.888095238095238,0.888095238095238
F1,0.932761087267525,0.6666666666666666,0.7997138769670958
MCC,0.6555445489712504,0.6555445489712504,0.6555445489712504
AUC,0.7511591200552432,0.7511591200552432,0.7511591200552432
GM,0.7098104329178535,0.7098104329178535,0.7098104329178535
