index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9663608562691132,0.9139784946236559,0.9401696754463845
PPV,0.9753086419753086,0.8854166666666666,0.9303626543209876
ACC,0.9547619047619048,0.9547619047619048,0.9547619047619048
F1,0.9708141321044547,0.8994708994708994,0.935142515787677
MCC,0.8704770872957281,0.8704770872957281,0.8704770872957281
AUC,0.9401696754463845,0.9401696754463845,0.9401696754463845
GM,0.9398047886003088,0.9398047886003088,0.9398047886003088
