index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9877675840978594,0.978494623655914,0.9831311038768866
PPV,0.9938461538461538,0.9578947368421052,0.9758704453441296
ACC,0.9857142857142858,0.9857142857142858,0.9857142857142858
F1,0.99079754601227,0.9680851063829787,0.9794413261976244
MCC,0.958974063385439,0.958974063385439,0.958974063385439
AUC,0.9831311038768866,0.9831311038768866,0.9831311038768866
GM,0.9831201709157158,0.9831201709157158,0.9831201709157158
