index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9663608562691132,0.8924731182795699,0.9294169872743415
PPV,0.9693251533742331,0.8829787234042553,0.9261519383892443
ACC,0.95,0.95,0.95
F1,0.9678407350689127,0.8877005347593583,0.9277706349141355
MCC,0.8555626955500808,0.8555626955500808,0.8555626955500808
AUC,0.9294169872743415,0.9294169872743415,0.9294169872743415
GM,0.9286824466833702,0.9286824466833702,0.9286824466833702
