index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9847094801223242,0.967741935483871,0.9762257078030976
PPV,0.9907692307692307,0.9473684210526315,0.9690688259109311
ACC,0.9809523809523809,0.9809523809523809,0.9809523809523809
F1,0.9877300613496932,0.9574468085106383,0.9725884349301658
MCC,0.9452674407336819,0.9452674407336819,0.9452674407336819
AUC,0.9762257078030976,0.9762257078030976,0.9762257078030976
GM,0.9761888435046235,0.9761888435046235,0.9761888435046235
