index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.6330275229357798,1.0,0.8165137614678899
PPV,1.0,0.43661971830985913,0.7183098591549295
ACC,0.7142857142857143,0.7142857142857143,0.7142857142857143
F1,0.7752808988764045,0.6078431372549019,0.6915620180656532
MCC,0.525730252835623,0.525730252835623,0.525730252835623
AUC,0.8165137614678899,0.8165137614678899,0.8165137614678899
GM,0.795630267734819,0.795630267734819,0.795630267734819
