index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9847094801223242,0.8494623655913979,0.9170859228568611
PPV,0.9583333333333334,0.9404761904761905,0.9494047619047619
ACC,0.9547619047619048,0.9547619047619048,0.9547619047619048
F1,0.971342383107089,0.8926553672316384,0.9319988751693637
MCC,0.8658877522065214,0.8658877522065214,0.8658877522065214
AUC,0.9170859228568611,0.9170859228568611,0.9170859228568611
GM,0.9145893310141908,0.9145893310141908,0.9145893310141908
