index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9908256880733946,0.9139784946236559,0.9524020913485252
PPV,0.9759036144578314,0.9659090909090909,0.9709063526834611
ACC,0.9738095238095238,0.9738095238095238,0.9738095238095238
F1,0.9833080424886191,0.9392265193370166,0.9612672809128179
MCC,0.9231230010855628,0.9231230010855628,0.9231230010855628
AUC,0.9524020913485252,0.9524020913485252,0.9524020913485252
GM,0.9516266971978924,0.9516266971978924,0.9516266971978924
