index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9877675840978594,0.9247311827956989,0.9562493834467791
PPV,0.9787878787878788,0.9555555555555556,0.9671717171717171
ACC,0.9738095238095238,0.9738095238095238,0.9738095238095238
F1,0.9832572298325722,0.9398907103825137,0.961573970107543
MCC,0.9233565030330788,0.9233565030330788,0.9233565030330788
AUC,0.9562493834467791,0.9562493834467791,0.9562493834467791
GM,0.9557298187092749,0.9557298187092749,0.9557298187092749
