index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9663608562691132,0.956989247311828,0.9616750517904706
PPV,0.9875,0.89,0.93875
ACC,0.9642857142857143,0.9642857142857143,0.9642857142857143
F1,0.9768160741885626,0.9222797927461139,0.9495479334673382
MCC,0.9001331656439928,0.9001331656439928,0.9001331656439928
AUC,0.9616750517904706,0.9616750517904706,0.9616750517904706
GM,0.9616636358273054,0.9616636358273054,0.9616636358273054
