index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,1.0,0.9032258064516129,0.9516129032258065
PPV,0.9732142857142857,1.0,0.9866071428571428
ACC,0.9785714285714285,0.9785714285714285,0.9785714285714285
F1,0.9864253393665159,0.9491525423728814,0.9677889408696987
MCC,0.9375672018924917,0.9375672018924917,0.9375672018924917
AUC,0.9516129032258065,0.9516129032258065,0.9516129032258065
GM,0.9503819266229829,0.9503819266229829,0.9503819266229829
