index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.981651376146789,0.9032258064516129,0.9424385912992009
PPV,0.9727272727272728,0.9333333333333333,0.9530303030303031
ACC,0.9642857142857143,0.9642857142857143,0.9642857142857143
F1,0.9771689497716894,0.9180327868852459,0.9476008683284677
MCC,0.8954062521304559,0.8954062521304559,0.8954062521304559
AUC,0.9424385912992009,0.9424385912992009,0.9424385912992009
GM,0.9416224593086759,0.9416224593086759,0.9416224593086759
