index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9969418960244648,0.946236559139785,0.971589227582125
PPV,0.9848942598187311,0.9887640449438202,0.9868291523812757
ACC,0.9857142857142858,0.9857142857142858,0.9857142857142858
F1,0.9908814589665653,0.967032967032967,0.9789572129997661
MCC,0.958297206373777,0.958297206373777,0.958297206373777
AUC,0.971589227582125,0.971589227582125,0.971589227582125
GM,0.9712583947418333,0.9712583947418333,0.9712583947418333
