index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,1.0,0.7956989247311828,0.8978494623655914
PPV,0.9450867052023122,1.0,0.9725433526011561
ACC,0.9547619047619048,0.9547619047619048,0.9547619047619048
F1,0.9717682020802377,0.8862275449101796,0.9289978734952087
MCC,0.8671819158096046,0.8671819158096046,0.8671819158096046
AUC,0.8978494623655914,0.8978494623655914,0.8978494623655914
GM,0.8920195764282209,0.8920195764282209,0.8920195764282209
