index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9847094801223242,0.9354838709677419,0.9600966755450331
PPV,0.9817073170731707,0.9456521739130435,0.9636797454931071
ACC,0.9738095238095238,0.9738095238095238,0.9738095238095238
F1,0.983206106870229,0.9405405405405406,0.9618733237053848
MCC,0.9237694721497255,0.9237694721497255,0.9237694721497255
AUC,0.9600966755450331,0.9600966755450331,0.9600966755450331
GM,0.9597811397623234,0.9597811397623234,0.9597811397623234
