index,DIAGNOSED,non-diagnosed,Macro_Average
TPR,0.9877675840978594,0.8279569892473119,0.9078622866725856
PPV,0.9528023598820059,0.9506172839506173,0.9517098219163116
ACC,0.9523809523809523,0.9523809523809523,0.9523809523809523
F1,0.96996996996997,0.8850574712643678,0.9275137206171689
MCC,0.858453029301553,0.858453029301553,0.858453029301553
AUC,0.9078622866725856,0.9078622866725856,0.9078622866725856
GM,0.9043390265855801,0.9043390265855801,0.9043390265855801
